"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00024089","1981-12","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","270.9","0","0.0",",0","8",",0","2",",0","0",",0","5",",0","3",",0","4",",0","27",",0","10",",0","0",",0","0",",0","4","","","","19811231","+,,0","19811231","+,,0","19811216",",,0","","","19811216",",,0","19811210",",,0","-18.3",",0,31,+","51",",,0,31,+","58",",,0,16,","4.8",",,0,16,","15.0",",0,10,","1531.3","0","","","","","","","649.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0",",,,0","","","","","","","155",",,,0","-2.60",",0","3.85",",,,0","-9.06",",,,0","","","240",",X","","","","","225",",X","17.9",",X","","","","","25.7",",X"
"USW00024089","1982-01","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","0",",0","0",",0","18",",0","5",",0","13",",0","30",",0","14",",0","0",",0","0",",0","1","","","","19820106",",,0","19820123","+,,0","19820111",",,0","","","19820111",",,0","19820126",",,0","-26.7",",0,06,","76",",,0,23,+","48",",,0,11,","2.3",",,0,11,","13.3",",0,26,","2305.8","0","  -0.6",",,,0,0,1","  -0.6","1,,,0,0,2","  -1.1",",,,0,0,3","774.5",",0","  -0.6",",,,0,0,1","   0.0","1,,,0,0,2","  -1.1",",,,0,0,3","  -6.1",",,,0,0,1","  -5.6","1,,,0,0,2","  -5.6",",,,0,0,3","  -5.0",",,,0,0,1","  -4.4","1,,,0,0,2","  -4.4",",,,0,0,3","  -3.6",",,,0,0,1","  -2.8","1,,,0,0,2","  -3.4",",,,0,0,3","  -2.9",",,,0,0,1","  -2.1","1,,,0,0,2","  -2.8",",,,0,0,3","10.6",",,,0","","","","","","","254",",,,0","-6.65",",0","0.27",",,,0","-13.57",",,,0","","","220",",X","","","","","225",",X","20.6",",X","","","","","29.3",",X"
"USW00024089","1982-02","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","0",",0","0",",0","12",",0","3",",0","7",",0","22",",0","11",",0","0",",0","0",",0","1","","","","19820204",",,0","19820204",",,0","19820203",",,0","","","19820203",",,0","19820221",",,0","-32.8",",0,04,","102",",,0,04,","53",",,0,03,","2.0",",,0,03,","20.0",",0,21,","2917.5","0","   1.7",",,,0,0,1","   3.9",",,,0,0,2","   2.8",",,,0,0,3","611.7",",0","   2.8",",,,0,0,1","   5.0",",,,0,0,2","   2.8",",,,0,0,3","  -7.2",",,,0,0,1","  -6.1",",,,0,0,2","  -6.1",",,,0,0,3","  -6.7",",,,0,0,1","  -6.1",",,,0,0,2","  -6.1",",,,0,0,3","  -2.8",",,,0,0,1","  -2.0",",,,0,0,2","  -2.4",",,,0,0,3","  -2.0",",,,0,0,1","  -1.1",",,,0,0,2","  -1.8",",,,0,0,3","8.5",",,,0","","","","","","","154",",,,0","-3.51",",0","3.76",",,,0","-10.79",",,,0","","","260",",X","","","","","225",",X","20.6",",X","","","","","29.8",",X"
"USW00024089","1982-03","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","2",",0","0",",0","2",",0","5",",0","0",",0","27",",0","3",",0","0",",0","0",",0","7","","","","19820305",",,0","19820325","+,,0","19820324",",,0","","","19820304",",,0","19820328",",,0","-17.2",",0,05,","25",",,0,25,+","61",",,0,24,","4.1",",,0,04,","17.8",",0,28,","3405.9","0","   5.0",",,,0,0,1","   5.0",",,,0,0,2","   4.4",",,,0,0,3","488.4",",0","   7.2",",,,0,0,1","   6.7",",,,0,0,2","   5.6",",,,0,0,3","   0.6",",,,0,0,1","   1.1",",,,0,0,2","   0.6",",,,0,0,3","   1.1",",,,0,0,1","   2.2",",,,0,0,2","   1.1",",,,0,0,3","   2.6",",,,0,0,1","   3.0",",,,0,0,2","   2.4",",,,0,0,3","   3.9",",,,0,0,1","   4.3",",,,0,0,2","   3.1",",,,0,0,3","15.3",",,,0","","","","","","","238",",,,0","2.58",",0","9.97",",,,0","-4.81",",,,0","","","280",",X","","","","","270",",X","16.1",",X","","","","","27.8",",X"
"USW00024089","1982-04","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","5",",0","0",",0","5",",0","6",",0","0",",0","19",",0","1",",0","4",",0","0",",0","5","","2","","19820408",",,0","19820419","+,,0","19820402",",,0","1","","19820402",",,0","19820428","+,,0","-14.4",",0,08,","51",",,0,19,+","122",",,0,02,","6.4",",,0,02,","22.2",",0,28,+","3804.2","0","   8.9",",,,0,0,1","   9.4",",,,0,0,2","   8.3",",,,0,0,3","398.3",",0","  11.7",",,,0,0,2","   9.4",",,,0,0,3","","","   1.7",",,,0,0,1","   2.2",",,,0,0,2","   1.7",",,,0,0,3","   2.8",",,,0,0,2","   1.7",",,,0,0,3","","","   4.8",",,,0,0,1","   5.4",",,,0,0,2","   4.7",",,,0,0,3","   7.5",",,,0,0,2","   5.8",",,,0,0,3","","","32.0",",,,0","","","","","","","451",",,,0","5.06",",0","12.98",",,,0","-2.87",",,,0","","","270",",X","","","","","225",",X","17.9",",X","","","","","27.2",",X"
"USW00024089","1982-05","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","14",",0","7",",0","0",",0","0",",0","2",",0","0",",0","3",",0","0",",0","9",",0","0",",0","10","","2","","19820505",",,0","19820511","+,,0","19820510",",,0","6","","19820510",",,0","19820527",",,0","-5.0",",0,05,","0",",T,0,11,+","112",",,0,10,","16.8",",,0,10,","27.8",",0,27,","4044.3","0","","","","","","","240.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.3",",,,0","","","","","","","160",",,,0","10.59",",0","17.96",",,,0","3.21",",,,0","","","240",",X","","","","","225",",X","15.6",",X","","","","","23.1",",X"
"USW00024089","1982-06","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","21.9","0","21.9",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","8","","1","","19820607",",,0","19820630","+,,0","19820608",",,0","12","","19820614",",,0","19820628",",,0","1.1",",0,07,","0",",,0,30,+","0",",T,0,08,","54.4",",,0,14,","32.2",",0,28,","4144.1","0","  20.0",",,,0,0,1","  19.4",",,,0,0,2","  18.3",",,,0,0,3","99.8",",0","  22.8",",,,0,0,1","  22.2",",,,0,0,2","  19.4",",,,0,0,3","  11.1",",,,0,0,1","  11.1",",,,0,0,2","   8.3",",,,0,0,3","  13.3",",,,0,0,1","  13.3",",,,0,0,2","  11.1",",,,0,0,3","  14.6",",,,0,0,1","  14.6",",,,0,0,2","  13.8",",,,0,0,3","  18.1",",,,0,0,1","  17.2",",,,0,0,2","  14.8",",,,0,0,3","105.6",",,,0","","","","","","","0",",T,,0","15.74",",0","23.52",",,,0","7.96",",,,0","","","280",",X","","","","","315",",X","15.6",",X","","","","","25.7",",X"
"USW00024089","1982-07","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","122.9","0","101.0",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","4","","1","","19820717",",,0","19820731","+,,0","19820731","+,,0","9","","19820724",",,0","19820721",",,0","6.1",",0,17,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,24,","37.8",",0,21,","2.8","0","  25.6",",,,0,0,1","  24.4",",,,0,0,2","  23.9",",,,0,0,3","2.8",",0","  28.3",",,,0,0,1","  27.2",",,,0,0,2","  25.0",",,,0,0,3","  17.2",",,,0,0,1","  17.8",",,,0,0,2","  17.8",",,,0,0,3","  21.1",",,,0,0,1","  20.6",",,,0,0,2","  18.9",",,,0,0,3","  20.4",",,,0,0,1","  20.2",",,,0,0,2","  20.0",",,,0,0,3","  24.4",",,,0,0,1","  23.4",",,,0,0,2","  21.3",",,,0,0,3","49.0",",,,0","","","","","","","0",",,,0","21.50",",0","31.05",",,,0","11.95",",,,0","","","250",",X","","","","","225",",X","15.6",",X","","","","","23.6",",X"
"USW00024089","1982-08","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","272.4","0","149.5",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","2","","","","19820825",",,0","19820831","+,,0","19820831","+,,0","9","","19820826",",,0","19820817","+,,0","7.8",",0,25,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,26,","35.6",",0,17,+","3.0","0","  24.4",",,,0,0,1","  23.9",",,,0,0,2","  23.9",",,,0,0,3","0.2",",0","  26.7",",,,0,0,1","  25.6",",,,0,0,2","  23.9",",,,0,0,3","  19.4",",,,0,0,1","  19.4",",,,0,0,2","  19.4",",,,0,0,3","  22.2",",,,0,0,1","  21.1",",,,0,0,2","  20.0",",,,0,0,3","  21.7",",,,0,0,1","  21.8",",,,0,0,2","  21.5",",,,0,0,3","  24.8",",,,0,0,1","  23.7",",,,0,0,2","  22.1",",,,0,0,3","22.4",",,,0","","","","","","","0",",,,0","23.15",",0","32.62",",,,0","13.68",",,,0","","","300",",X","","","","","225",",X","14.3",",X","","","","","24.7",",X"
"USW00024089","1982-09","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","291.7","0","19.3",",0","10",",0","8",",0","0",",0","1",",0","3",",0","0",",0","3",",0","0",",0","18",",0","3",",0","11","","3","","19820919",",,0","19820930",",,0","19820930",",,0","2","","19820913",",,0","19820903",",,0","-2.8",",0,19,","25",",,0,30,","168",",,0,30,","24.1",",,0,13,","33.9",",0,03,","157.6","0","  20.6",",,,0,0,1","  21.1",",,,0,0,2","  20.0",",,,0,0,3","154.6",",0","  22.2",",,,0,0,1","  22.2",",,,0,0,2","  21.7",",,,0,0,3","   8.3",",,,0,0,1","   8.9",",,,0,0,2","  10.0",",,,0,0,3","  10.6",",,,0,0,1","  10.6",",,,0,0,2","  10.0",",,,0,0,3","  14.9",",,,0,0,1","  15.2",",,,0,0,2","  14.9",",,,0,0,3","  16.8",",,,0,0,1","  16.6",",,,0,0,2","  16.0",",,,0,0,3","86.4",",,,0","","","","","","","292",",,,0","13.83",",0","21.47",",,,0","6.18",",,,0","","","250",",X","","","","","225",",X","15.6",",X","","","","","21.6",",X"
"USW00024089","1982-10","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","291.7","0","0.0",",0","8",",0","4",",0","0",",0","2",",0","4",",0","0",",0","12",",0","0",",0","3",",0","0",",0","5","","","","19821010",",,0","19821019",",,0","19821009",",,0","","","19821009",",,0","19821015",",,0","-10.0",",0,10,","51",",,0,19,","107",",,0,09,","8.6",",,0,09,","21.7",",0,15,","498.6","0","  10.0",",,,0,0,1","  10.0",",,,0,0,2","   9.4",",,,0,0,3","341.0",",0","  11.1",",,,0,0,1","  10.6",",,,0,0,2","  10.0",",,,0,0,3","   5.0",",,,0,0,1","   5.6",",,,0,0,2","   5.6",",,,0,0,3","   5.0",",,,0,0,1","   6.1",",,,0,0,2","   5.6",",,,0,0,3","   6.9",",,,0,0,1","   7.6",",,,0,0,2","   7.3",",,,0,0,3","   8.2",",,,0,0,1","   8.5",",,,0,0,2","   7.8",",,,0,0,3","29.9",",,,0","","","","","","","288",",,,0","7.33",",0","13.94",",,,0","0.73",",,,0","","","200",",X","","","","","225",",X","13.9",",X","","","","","21.1",",X"
"USW00024089","1982-11","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","291.7","0","0.0",",0","8",",0","2",",0","0",",0","1",",0","0",",0","0",",0","28",",0","3",",0","0",",0","0",",0","5","","2","","19821112",",,0","19821112",",,0","19821111",",,0","","","19821111",",,0","19821106",",,0","-15.6",",0,12,","25",",,0,12,","20",",,0,11,","4.8",",,0,11,","16.7",",0,06,","1046.6","0","   6.1",",,,0,0,1","   6.7",",,,0,0,2","   6.7",",,,0,0,3","548.0",",0","   7.2",",,,0,0,1","   7.2",",,,0,0,2","   6.7",",,,0,0,3","   0.0",",,,0,0,1","   1.1",",,,0,0,2","   1.1",",,,0,0,3","   0.6",",,,0,0,1","   1.1",",,,0,0,2","   1.1",",,,0,0,3","   2.2",",,,0,0,1","   2.8",",,,0,0,2","   2.8",",,,0,0,3","   2.8",",,,0,0,1","   3.3",",,,0,0,2","   3.1",",,,0,0,3","14.1",",,,0","","","","","","","63",",,,0","0.07",",0","6.20",",,,0","-6.07",",,,0","","","210",",X","","","","","225",",X","15.6",",X","","","","","23.1",",X"
"USW00024089","1982-12","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","291.7","0","0.0",",0","11",",0","6",",0","2",",0","30",",0","7",",0","4",",0","28",",0","14",",0","0",",0","0",",0","3","","","","19821211","+,,0","19821224",",,0","19821224",",,0","","","19821224",",,0","19821223",",,0","-23.3",",0,11,+","533",",,0,24,","617",",,0,24,","32.0",",,0,24,","7.8",",0,23,","1765.0","0","   1.1",",,,0,0,1","   1.7",",,,0,0,2","   1.7",",,,0,0,3","718.4",",0","   1.1",",,,0,0,1","   1.7",",,,0,0,2","   1.7",",,,0,0,3","   0.0",",,,0,0,1","   0.6",",,,0,0,2","   1.1",",,,0,0,3","   0.6",",,,0,0,1","   1.1",",,,0,0,2","   1.1",",,,0,0,3","   0.9",",,,0,0,1","   1.6",",,,0,0,2","   1.2",",,,0,0,3","   1.0",",,,0,0,1","   1.7",",,,0,0,2","   1.3",",,,0,0,3","94.2",",,,0","","","","","","","1595",",,,0","-4.84",",0","-0.32",",,,0","-9.36",",,,0","","","10",",X","","","","","360",",X","17.0",",X","","","","","24.2",",X"
"USW00024089","1983-01","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","9",",0","1",",0","0",",0","28",",0","5",",0","0",",0","0",",0","2","","1","","19830131",",,0","19830101",",,0","19830128",",,0","","","19830128",",,0","19830127",",,0","-13.3",",0,31,","254",",,0,01,","69",",,0,28,","6.6",",,0,28,","11.1",",0,27,","2347.7","0","   1.1",",,,0,0,1","   1.7",",,,0,0,2","   1.1",",,,0,0,3","582.7",",0","   1.1",",,,0,0,1","   1.7",",,,0,0,2","   1.1",",,,0,0,3","   0.6",",,,0,0,1","   0.6",",,,0,0,2","   0.6",",,,0,0,3","   0.6",",,,0,0,1","   0.6",",,,0,0,2","   0.6",",,,0,0,3","   0.6",",,,0,0,1","   1.4",",,,0,0,2","   1.0",",,,0,0,3","   0.7",",,,0,0,1","   1.5",",,,0,0,2","   1.0",",,,0,0,3","10.8",",,,0","","","","","","","112",",,,0","-0.46",",0","4.93",",,,0","-5.85",",,,0","","","220",",X","","","","","225",",X","17.9",",X","","","","","24.2",",X"
"USW00024089","1983-02","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","12",",0","4",",0","2",",0","24",",0","6",",0","0",",0","0",",0","6","","3","","19830205",",,0","19830205","+,,0","19830202",",,0","","","19830202",",,0","19830225",",,0","-19.4",",0,05,","76",",,0,05,+","58",",,0,02,","2.3",",,0,02,","13.9",",0,25,","2868.6","0","   0.6",",,,0,0,1","   0.6",",,,0,0,2","   0.6",",,,0,0,3","520.9",",0","   0.6",",,,0,0,1","   1.7",",,,0,0,2","   1.1",",,,0,0,3","  -0.6",",,,0,0,1","   0.6",",,,0,0,2","   0.0",",,,0,0,3","  -0.6",",,,0,0,1","   0.6",",,,0,0,2","   0.0",",,,0,0,3","  -0.2",",,,0,0,1","   0.6",",,,0,0,2","   0.4",",,,0,0,3","  -0.2",",,,0,0,1","   0.7",",,,0,0,2","   0.4",",,,0,0,3","8.9",",,,0","","","","","","","156",",,,0","-0.27",",0","4.84",",,,0","-5.38",",,,0","","","200",",X","","","","","225",",X","15.6",",X","","","","","23.1",",X"
"USW00024089","1983-03","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","15",",0","7",",0","0",",0","13",",0","8",",0","0",",0","24",",0","4",",0","0",",0","0",",0","15","","2","","19830321",",,0","19830315",",,0","19830325",",,0","","","19830314",",,0","19830311",",,0","-11.7",",0,21,","152",",,0,15,","119",",,0,25,","11.4",",,0,14,","18.3",",0,11,","3363.9","0","","","","","","","495.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.3",",,,0","","","","","","","704",",,,0","2.36",",0","7.89",",,,0","-3.17",",,,0","","","250",",X","","","","","225",",X","20.1",",X","","","","","28.8",",X"
"USW00024089","1983-04","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","8",",0","0",",0","11",",0","7",",0","0",",0","19",",0","5",",0","1",",0","0",",0","12","","","","19830414",",,0","19830404",",,0","19830403",",,0","1","","19830430",",,0","19830424",",,0","-12.8",",0,14,","178",",,0,04,","193",",,0,03,","17.3",",,0,30,","23.9",",0,24,","3813.9","0","   8.9",",,,0,0,1","   9.4",",,,0,0,2","   7.2",",,,0,0,3","450.0",",0","  12.2",",,,0,0,1","  10.0",",,,0,0,2","   8.3",",,,0,0,3","   1.1",",,,0,0,1","   1.7",",,,0,0,2","   1.7",",,,0,0,3","   1.7",",,,0,0,1","   1.7",",,,0,0,2","   1.7",",,,0,0,3","   4.3",",,,0,0,1","   4.7",",,,0,0,2","   3.9",",,,0,0,3","   5.7",",,,0,0,1","   5.4",",,,0,0,2","   4.3",",,,0,0,3","57.9",",,,0","","","","","","","592",",,,0","3.33",",0","9.59",",,,0","-2.92",",,,0","","","90",",X","","","","","225",",X","14.8",",X","","","","","20.6",",X"
"USW00024089","1983-05","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","0.0","0","0.0",",0","17",",0","4",",0","0",",0","1",",0","1",",0","0",",0","9",",0","0",",0","8",",0","0",",0","8","","1","","19830512",",,0","19830512",",,0","19830511",",,0","3","","19830516",",,0","19830527","+,,0","-6.1",",0,12,","25",",,0,12,","30",",,0,11,","11.2",",,0,16,","28.9",",0,27,+","4100.4","0","  15.0",",,,0,0,1","  15.0",",,,0,0,2","  13.9",",,,0,0,3","286.5",",0","  17.8",",,,0,0,1","  17.2",",,,0,0,2","  15.0",",,,0,0,3","   5.0",",,,0,0,1","   6.1",",,,0,0,2","   6.1",",,,0,0,3","   6.7",",,,0,0,1","   7.2",",,,0,0,2","   6.1",",,,0,0,3","   9.1",",,,0,0,1","   9.4",",,,0,0,2","   8.5",",,,0,0,3","  11.8",",,,0,0,1","  11.2",",,,0,0,2","   9.1",",,,0,0,3","35.8",",,,0","","","","","","","48",",,,0","9.09",",0","16.65",",,,0","1.53",",,,0","","","260",",X","","","","","45",",X","15.6",",X","","","","","24.7",",X"
"USW00024089","1983-06","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","12.5","0","12.5",",0","17",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","5","","","","19830601",",,0","19830630","+,,0","19830630","+,,0","9","","19830613",",,0","19830623",",,0","3.3",",0,01,","0",",,0,30,+","0",",,0,30,+","32.0",",,0,13,","33.3",",0,23,","4189.3","0","  20.0",",,,0,0,1","  20.0",",,,0,0,2","  18.3",",,,0,0,3","88.9",",0","  22.2",",,,0,0,1","  21.7",",,,0,0,2","  18.9",",,,0,0,3","  10.0",",,,0,0,1","  12.2",",,,0,0,2","  11.7",",,,0,0,3","  12.8",",,,0,0,1","  13.3",",,,0,0,2","  12.2",",,,0,0,3","  14.9",",,,0,0,1","  15.2",",,,0,0,2","  14.3",",,,0,0,3","  17.3",",,,0,0,1","  17.3",",,,0,0,2","  15.1",",,,0,0,3","95.7",",,,0","","","","","","","0",",,,0","15.79",",0","23.33",",,,0","8.25",",,,0","","","290",",X","","","","","225",",X","13.9",",X","","","","","20.6",",X"
"USW00024089","1983-07","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","132.5","0","120.0",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","3","","","","19830711",",,0","19830731","+,,0","19830731","+,,0","6","","19830722",",,0","19830714",",,0","3.9",",0,11,","0",",,0,31,+","0",",,0,31,+","45.2",",,0,22,","38.3",",0,14,","13.3","0","  22.8",",,,0,0,1","  22.8",",,,0,0,2","  22.2",",,,0,0,3","13.3",",0","  25.6",",,,0,0,1","  25.6",",,,0,0,2","  22.8",",,,0,0,3","  16.7",",,,0,0,1","  16.7",",,,0,0,2","  16.7",",,,0,0,3","  18.9",",,,0,0,1","  18.9",",,,0,0,2","  17.2",",,,0,0,3","  19.9",",,,0,0,1","  20.0",",,,0,0,2","  19.2",",,,0,0,3","  22.8",",,,0,0,1","  22.6",",,,0,0,2","  20.1",",,,0,0,3","66.3",",,,0","","","","","","","0",",,,0","21.78",",0","31.42",",,,0","12.13",",,,0","","","240",",X","","","","","270",",X","13.4",",X","","","","","23.6",",X"
"USW00024089","1983-08","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","299.9","0","167.4",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","19830824",",,0","19830831","+,,0","19830831","+,,0","15","","19830819","+,,0","19830809","+,,0","8.3",",0,24,","0",",,0,31,+","0",",,0,31,+","4.6",",,0,19,+","36.7",",0,09,+","13.3","0","  23.9",",,,0,0,1","  23.9",",,,0,0,2","  23.3",",,,0,0,3","0.0",",0","  25.0",",,,0,0,1","  25.6",",,,0,0,2","  23.3",",,,0,0,3","  19.4",",,,0,0,1","  20.0",",,,0,0,2","  19.4",",,,0,0,3","  21.1",",,,0,0,1","  21.1",",,,0,0,2","  20.0",",,,0,0,3","  21.4",",,,0,0,1","  21.5",",,,0,0,2","  21.2",",,,0,0,3","  23.3",",,,0,0,1","  23.2",",,,0,0,2","  21.7",",,,0,0,3","19.2",",,,0","","","","","","","0",",,,0","23.73",",0","33.14",",,,0","14.33",",,,0","","","200",",X","","","","","270",",X","11.2",",X","","","","","19.0",",X"
"USW00024089","1983-09","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","330.2","0","30.3",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","25",",0","3",",0","2","","","","19830920",",,0","19830920",",,0","19830919",",,0","6","","19830927",",,0","19830901",",,0","-8.9",",0,20,","0",",T,0,20,","8",",,0,19,","2.3",",,0,27,","35.6",",0,01,","121.6","0","  21.7",",,,0,0,1","  22.2",",,,0,0,2","  21.7","1,,,0,0,3","108.3",",0","  23.3",",,,0,0,1","  23.3",",,,0,0,2","  22.2","1,,,0,0,3","  11.1",",,,0,0,1","  11.7",",,,0,0,2","  12.8","1,,,0,0,3","  13.3",",,,0,0,1","  13.9",",,,0,0,2","  13.3","1,,,0,0,3","  17.5",",,,0,0,1","  17.9",",,,0,0,2","  17.8","1,,,0,0,3","  19.3",",,,0,0,1","  19.7",",,,0,0,2","  18.8","1,,,0,0,3","5.1",",,,0","","","","","","","8",",,,0","15.73",",0","25.75",",,,0","5.72",",,,0","","","210",",X","","","","","225",",X","16.5",",X","","","","","21.6",",X"
"USW00024089","1983-10","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","","","330.2","0","0.0",",0","9",",0","4",",0","0",",0","1",",0","1",",0","0",",0","12",",0","0",",0","10",",0","0",",0","2","","","","19831020",",,0","19831024",",,0","19831024",",,0","2","","19831001",",,0","19831009","+,,0","-4.4",",0,20,","25",",,0,24,","33",",,0,24,","6.9",",,0,01,","25.0",",0,09,+","386.3","0","  15.0",",,,0,0,1","  15.6",",,,0,0,2","  15.0",",,,0,0,3","264.7",",0","  15.6",",,,0,0,1","  16.1",",,,0,0,2","  15.0",",,,0,0,3","   7.8",",,,0,0,1","   8.3",",,,0,0,2","   7.8",",,,0,0,3","   8.3",",,,0,0,1","   8.9",",,,0,0,2","   8.3",",,,0,0,3","  10.1",",,,0,0,1","  10.5",",,,0,0,2","  10.3",",,,0,0,3","  11.1",",,,0,0,1","  11.3",",,,0,0,2","  10.9",",,,0,0,3","22.5",",,,0","","","","","","","33",",,,0","9.79",",0","18.28",",,,0","1.31",",,,0","","","20",",X","","","","","270",",X","14.8",",X","","","","","20.6",",X"
